8/2/2021,959.32,"1,053.92",928.35,"1,041.16","1,041.16",-
7/26/2021,885.23,958.38,879.05,955.03,955.03,-
7/19/2021,734.02,800.87,709.61,793.84,793.84,-
7/12/2021,804.22,804.22,748.57,763.07,763.07,-
7/5/2021,850.51,876.55,793.65,837.80,837.80,-
6/28/2021,844.42,882.14,801.54,816.95,816.95,-
6/21/2021,778.09,853.01,757.65,772.39,772.39,-
6/14/2021,998.42,"1,005.98",871.46,884.86,884.86,-
6/7/2021,916.34,955.51,893.73,921.64,921.64,-
5/31/2021,958.15,"1,050.74",943.27,992.54,992.54,-
5/24/2021,845.02,"1,030.84",827.27,902.14,902.14,-
5/17/2021,"1,228.82","1,228.82",846.13,933.13,933.13,-
5/10/2021,"1,470.20","1,484.45","1,316.31","1,404.96","1,404.96",-
5/3/2021,"1,409.53","1,520.02","1,366.59","1,473.19","1,473.19",-
4/26/2021,"1,209.59","1,342.69","1,209.59","1,337.47","1,337.47",-
4/19/2021,"1,261.69","1,290.63","1,078.28","1,163.43","1,163.43",-
4/12/2021,"1,284.02","1,407.11","1,284.02","1,393.98","1,393.98",-
4/5/2021,"1,234.33","1,243.83","1,169.19","1,233.38","1,233.38",-
3/29/2021,"1,155.36","1,207.84","1,155.36","1,207.43","1,207.43",-
3/21/2021,"1,044.47","1,100.42","1,016.46","1,100.34","1,100.34",-
